source,target,relation,status
Driver,Driver,Realization,deny
Driver,Driver,Serving,deny
Driver,Driver,Access,deny
Driver,Driver,Influence,allow
Driver,Driver,Triggering,deny
Driver,Driver,Flow,deny
Driver,Driver,Specialization,allow
Driver,Driver,Association,allow
Driver,Assessment,Composition,warn
Driver,Assessment,Aggregation,warn
Driver,Assessment,Assignment,deny
Driver,Assessment,Realization,deny
Driver,Assessment,Serving,deny
Driver,Assessment,Access,deny
Driver,Assessment,Influence,allow
Driver,Assessment,Triggering,deny
Driver,Assessment,Flow,deny
Driver,Assessment,Specialization,deny
Driver,Assessment,Association,allow
Driver,Goal,Composition,warn
Driver,Goal,Aggregation,warn
Driver,Goal,Assignment,deny
Driver,Goal,Realization,deny
Driver,Goal,Serving,deny
Driver,Goal,Access,deny
Driver,Goal,Influence,allow
Driver,Goal,Triggering,deny
Driver,Goal,Flow,deny
Driver,Goal,Specialization,deny
Driver,Goal,Association,allow
Driver,Outcome,Composition,warn
Driver,Outcome,Aggregation,warn
Driver,Outcome,Assignment,deny
Driver,Outcome,Realization,deny
Driver,Outcome,Serving,deny
Driver,Outcome,Access,deny
Driver,Outcome,Influence,allow
Driver,Outcome,Triggering,deny
Driver,Outcome,Flow,deny
Driver,Outcome,Specialization,deny
Driver,Outcome,Association,allow
Driver,Principle,Composition,warn
Driver,Principle,Aggregation,warn
Driver,Principle,Assignment,deny
Driver,Principle,Realization,deny
Driver,Principle,Serving,deny
Driver,Principle,Access,deny
Driver,Principle,Influence,allow
Driver,Principle,Triggering,deny
Driver,Principle,Flow,deny
Driver,Principle,Specialization,deny
Driver,Principle,Association,allow
Driver,Requirement,Composition,warn
Driver,Requirement,Aggregation,warn
Driver,Requirement,Assignment,deny
Driver,Requirement,Realization,deny
Driver,Requirement,Serving,deny
Driver,Requirement,Access,deny
Driver,Requirement,Influence,allow
Driver,Requirement,Triggering,deny
Driver,Requirement,Flow,deny
Driver,Requirement,Specialization,deny
Driver,Requirement,Association,allow
Driver,Constraint,Composition,warn
Driver,Constraint,Aggregation,warn
Driver,Constraint,Assignment,deny
Driver,Constraint,Realization,deny
Driver,Constraint,Serving,deny
Driver,Constraint,Access,deny
Driver,Constraint,Influence,allow
Driver,Constraint,Triggering,deny
Driver,Constraint,Flow,deny
Driver,Constraint,Specialization,deny
Driver,Constraint,Association,allow
Driver,Meaning,Composition,warn
Driver,Meaning,Aggregation,warn
Driver,Meaning,Assignment,deny
Driver,Meaning,Realization,deny
Driver,Meaning,Serving,deny
Driver,Meaning,Access,deny
Driver,Meaning,Influence,allow
Driver,Meaning,Triggering,deny
Driver,Meaning,Flow,deny
Driver,Meaning,Specialization,deny
Driver,Meaning,Association,allow
Driver,Value,Composition,warn
Driver,Value,Aggregation,warn
Driver,Value,Assignment,deny
Driver,Value,Realization,deny
Driver,Value,Serving,deny
Driver,Value,Access,deny
Driver,Value,Influence,allow
Driver,Value,Triggering,deny
Driver,Value,Flow,deny
Driver,Value,Specialization,deny
Driver,Value,Association,allow
Driver,Resource,Composition,deny
Driver,Resource,Aggregation,deny
Driver,Resource,Assignment,deny
Driver,Resource,Realization,deny
Driver,Resource,Serving,deny
Driver,Resource,Access,deny
Driver,Resource,Influence,deny
Driver,Resource,Triggering,deny
Driver,Resource,Flow,deny
Driver,Resource,Specialization,deny
Driver,Resource,Association,allow
Driver,Capability,Composition,deny
Driver,Capability,Aggregation,deny
Driver,Capability,Assignment,deny
Driver,Capability,Realization,deny
Driver,Capability,Serving,deny
Driver,Capability,Access,deny
Driver,Capability,Influence,deny
Driver,Capability,Triggering,deny
Driver,Capability,Flow,deny
Driver,Capability,Specialization,deny
Driver,Capability,Association,allow
Driver,CourseOfAction,Composition,deny
Driver,CourseOfAction,Aggregation,deny
Driver,CourseOfAction,Assignment,deny
Driver,CourseOfAction,Realization,deny
Driver,CourseOfAction,Serving,deny
Driver,CourseOfAction,Access,deny
Driver,CourseOfAction,Influence,deny
Driver,CourseOfAction,Triggering,deny
Driver,CourseOfAction,Flow,deny
Driver,CourseOfAction,Specialization,deny
Driver,CourseOfAction,Association,allow
Driver,ValueStream,Composition,deny
Driver,ValueStream,Aggregation,deny
Driver,ValueStream,Assignment,deny
Driver,ValueStream,Realization,deny
Driver,ValueStream,Serving,deny
Driver,ValueStream,Access,deny
Driver,ValueStream,Influence,deny
Driver,ValueStream,Triggering,deny
Driver,ValueStream,Flow,deny
Driver,ValueStream,Specialization,deny
Driver,ValueStream,Association,allow
Driver,BusinessActor,Composition,deny
Driver,BusinessActor,Aggregation,deny
Driver,BusinessActor,Assignment,deny
Driver,BusinessActor,Realization,deny
Driver,BusinessActor,Serving,deny
Driver,BusinessActor,Access,deny
Driver,BusinessActor,Influence,deny
Driver,BusinessActor,Triggering,deny
Driver,BusinessActor,Flow,deny
Driver,BusinessActor,Specialization,deny
Driver,BusinessActor,Association,allow
Driver,BusinessRole,Composition,deny
Driver,BusinessRole,Aggregation,deny
Driver,BusinessRole,Assignment,deny
Driver,BusinessRole,Realization,deny
Driver,BusinessRole,Serving,deny
Driver,BusinessRole,Access,deny
Driver,BusinessRole,Influence,deny
Driver,BusinessRole,Triggering,deny
Driver,BusinessRole,Flow,deny
Driver,BusinessRole,Specialization,deny
Driver,BusinessRole,Association,allow
Driver,BusinessCollaboration,Composition,deny
Driver,BusinessCollaboration,Aggregation,deny
Driver,BusinessCollaboration,Assignment,deny
Driver,BusinessCollaboration,Realization,deny
Driver,BusinessCollaboration,Serving,deny
Driver,BusinessCollaboration,Access,deny
Driver,BusinessCollaboration,Influence,deny
Driver,BusinessCollaboration,Triggering,deny
Driver,BusinessCollaboration,Flow,deny
Driver,BusinessCollaboration,Specialization,deny
Driver,BusinessCollaboration,Association,allow
Driver,BusinessInterface,Composition,deny
Driver,BusinessInterface,Aggregation,deny
Driver,BusinessInterface,Assignment,deny
Driver,BusinessInterface,Realization,deny
Driver,BusinessInterface,Serving,deny
Driver,BusinessInterface,Access,deny
Driver,BusinessInterface,Influence,deny
Driver,BusinessInterface,Triggering,deny
Driver,BusinessInterface,Flow,deny
Driver,BusinessInterface,Specialization,deny
Driver,BusinessInterface,Association,allow
Driver,BusinessProcess,Composition,deny
Driver,BusinessProcess,Aggregation,deny
Driver,BusinessProcess,Assignment,deny
Driver,BusinessProcess,Realization,deny
Driver,BusinessProcess,Serving,deny
Driver,BusinessProcess,Access,deny
Driver,BusinessProcess,Influence,deny
Driver,BusinessProcess,Triggering,deny
Driver,BusinessProcess,Flow,deny
Driver,BusinessProcess,Specialization,deny
Driver,BusinessProcess,Association,allow
Driver,BusinessFunction,Composition,deny
Driver,BusinessFunction,Aggregation,deny
Driver,BusinessFunction,Assignment,deny
Driver,BusinessFunction,Realization,deny
Driver,BusinessFunction,Serving,deny
Driver,BusinessFunction,Access,deny
Driver,BusinessFunction,Influence,deny
Driver,BusinessFunction,Triggering,deny
Driver,BusinessFunction,Flow,deny
Driver,BusinessFunction,Specialization,deny
Driver,BusinessFunction,Association,allow
Driver,BusinessInteraction,Composition,deny
Driver,BusinessInteraction,Aggregation,deny
Driver,BusinessInteraction,Assignment,deny
Driver,BusinessInteraction,Realization,deny
Driver,BusinessInteraction,Serving,deny
Driver,BusinessInteraction,Access,deny
Driver,BusinessInteraction,Influence,deny
Driver,BusinessInteraction,Triggering,deny
Driver,BusinessInteraction,Flow,deny
Driver,BusinessInteraction,Specialization,deny
Driver,BusinessInteraction,Association,allow
Driver,BusinessEvent,Composition,deny
Driver,BusinessEvent,Aggregation,deny
Driver,BusinessEvent,Assignment,deny
Driver,BusinessEvent,Realization,deny
Driver,BusinessEvent,Serving,deny
Driver,BusinessEvent,Access,deny
Driver,BusinessEvent,Influence,deny
Driver,BusinessEvent,Triggering,deny
Driver,BusinessEvent,Flow,deny
Driver,BusinessEvent,Specialization,deny
Driver,BusinessEvent,Association,allow
Driver,BusinessService,Composition,deny
Driver,BusinessService,Aggregation,deny
Driver,BusinessService,Assignment,deny
Driver,BusinessService,Realization,deny
Driver,BusinessService,Serving,deny
Driver,BusinessService,Access,deny
Driver,BusinessService,Influence,deny
Driver,BusinessService,Triggering,deny
Driver,BusinessService,Flow,deny
Driver,BusinessService,Specialization,deny
Driver,BusinessService,Association,allow
Driver,BusinessObject,Composition,deny
Driver,BusinessObject,Aggregation,deny
Driver,BusinessObject,Assignment,deny
Driver,BusinessObject,Realization,deny
Driver,BusinessObject,Serving,deny
Driver,BusinessObject,Access,deny
Driver,BusinessObject,Influence,deny
Driver,BusinessObject,Triggering,deny
Driver,BusinessObject,Flow,deny
Driver,BusinessObject,Specialization,deny
Driver,BusinessObject,Association,allow
Driver,Contract,Composition,deny
Driver,Contract,Aggregation,deny
Driver,Contract,Assignment,deny
Driver,Contract,Realization,deny
Driver,Contract,Serving,deny
Driver,Contract,Access,deny
Driver,Contract,Influence,deny
Driver,Contract,Triggering,deny
Driver,Contract,Flow,deny
Driver,Contract,Specialization,deny
Driver,Contract,Association,allow
Driver,Representation,Composition,deny
Driver,Representation,Aggregation,deny
Driver,Representation,Assignment,deny
Driver,Representation,Realization,deny
Driver,Representation,Serving,deny
Driver,Representation,Access,deny
Driver,Representation,Influence,deny
Driver,Representation,Triggering,deny
Driver,Representation,Flow,deny
Driver,Representation,Specialization,deny
Driver,Representation,Association,allow
Driver,Product,Composition,deny
Driver,Product,Aggregation,deny
Driver,Product,Assignment,deny
Driver,Product,Realization,deny
Driver,Product,Serving,deny
Driver,Product,Access,deny
Driver,Product,Influence,deny
Driver,Product,Triggering,deny
Driver,Product,Flow,deny
Driver,Product,Specialization,deny
Driver,Product,Association,allow
Driver,ApplicationComponent,Composition,deny
Driver,ApplicationComponent,Aggregation,deny
Driver,ApplicationComponent,Assignment,deny
Driver,ApplicationComponent,Realization,deny
Driver,ApplicationComponent,Serving,deny
Driver,ApplicationComponent,Access,deny
Driver,ApplicationComponent,Influence,deny
Driver,ApplicationComponent,Triggering,deny
Driver,ApplicationComponent,Flow,deny
Driver,ApplicationComponent,Specialization,deny
Driver,ApplicationComponent,Association,allow
Driver,ApplicationCollaboration,Composition,deny
Driver,ApplicationCollaboration,Aggregation,deny
Driver,ApplicationCollaboration,Assignment,deny
Driver,ApplicationCollaboration,Realization,deny
Driver,ApplicationCollaboration,Serving,deny
Driver,ApplicationCollaboration,Access,deny
Driver,ApplicationCollaboration,Influence,deny
Driver,ApplicationCollaboration,Triggering,deny
Driver,ApplicationCollaboration,Flow,deny
Driver,ApplicationCollaboration,Specialization,deny
Driver,ApplicationCollaboration,Association,allow
Driver,ApplicationInterface,Composition,deny
Driver,ApplicationInterface,Aggregation,deny
Driver,ApplicationInterface,Assignment,deny
Driver,ApplicationInterface,Realization,deny
Driver,ApplicationInterface,Serving,deny
Driver,ApplicationInterface,Access,deny
Driver,ApplicationInterface,Influence,deny
Driver,ApplicationInterface,Triggering,deny
Driver,ApplicationInterface,Flow,deny
Driver,ApplicationInterface,Specialization,deny
Driver,ApplicationInterface,Association,allow
Driver,ApplicationFunction,Composition,deny
Driver,ApplicationFunction,Aggregation,deny
Driver,ApplicationFunction,Assignment,deny
Driver,ApplicationFunction,Realization,deny
Driver,ApplicationFunction,Serving,deny
Driver,ApplicationFunction,Access,deny
Driver,ApplicationFunction,Influence,deny
Driver,ApplicationFunction,Triggering,deny
Driver,ApplicationFunction,Flow,deny
Driver,ApplicationFunction,Specialization,deny
Driver,ApplicationFunction,Association,allow
Driver,ApplicationInteraction,Composition,deny
Driver,ApplicationInteraction,Aggregation,deny
Driver,ApplicationInteraction,Assignment,deny
Driver,ApplicationInteraction,Realization,deny
Driver,ApplicationInteraction,Serving,deny
Driver,ApplicationInteraction,Access,deny
Driver,ApplicationInteraction,Influence,deny
Driver,ApplicationInteraction,Triggering,deny
Driver,ApplicationInteraction,Flow,deny
Driver,ApplicationInteraction,Specialization,deny
Driver,ApplicationInteraction,Association,allow
Driver,ApplicationProcess,Composition,deny
Driver,ApplicationProcess,Aggregation,deny
Driver,ApplicationProcess,Assignment,deny
Driver,ApplicationProcess,Realization,deny
Driver,ApplicationProcess,Serving,deny
Driver,ApplicationProcess,Access,deny
Driver,ApplicationProcess,Influence,deny
Driver,ApplicationProcess,Triggering,deny
Driver,ApplicationProcess,Flow,deny
Driver,ApplicationProcess,Specialization,deny
Driver,ApplicationProcess,Association,allow
Driver,ApplicationEvent,Composition,deny
Driver,ApplicationEvent,Aggregation,deny
Driver,ApplicationEvent,Assignment,deny
Driver,ApplicationEvent,Realization,deny
Driver,ApplicationEvent,Serving,deny
Driver,ApplicationEvent,Access,deny
Driver,ApplicationEvent,Influence,deny
Driver,ApplicationEvent,Triggering,deny
Driver,ApplicationEvent,Flow,deny
Driver,ApplicationEvent,Specialization,deny
Driver,ApplicationEvent,Association,allow
Driver,ApplicationService,Composition,deny
Driver,ApplicationService,Aggregation,deny
Driver,ApplicationService,Assignment,deny
Driver,ApplicationService,Realization,deny
Driver,ApplicationService,Serving,deny
Driver,ApplicationService,Access,deny
Driver,ApplicationService,Influence,deny
Driver,ApplicationService,Triggering,deny
Driver,ApplicationService,Flow,deny
Driver,ApplicationService,Specialization,deny
Driver,ApplicationService,Association,allow
Driver,DataObject,Composition,deny
Driver,DataObject,Aggregation,deny
Driver,DataObject,Assignment,deny
Driver,DataObject,Realization,deny
Driver,DataObject,Serving,deny
Driver,DataObject,Access,deny
Driver,DataObject,Influence,deny
Driver,DataObject,Triggering,deny
Driver,DataObject,Flow,deny
Driver,DataObject,Specialization,deny
Driver,DataObject,Association,allow
Driver,Node,Composition,deny
Driver,Node,Aggregation,deny
Driver,Node,Assignment,deny
Driver,Node,Realization,deny
Driver,Node,Serving,deny
Driver,Node,Access,deny
Driver,Node,Influence,deny
Driver,Node,Triggering,deny
Driver,Node,Flow,deny
Driver,Node,Specialization,deny
Driver,Node,Association,allow
Driver,Device,Composition,deny
Driver,Device,Aggregation,deny
Driver,Device,Assignment,deny
Driver,Device,Realization,deny
Driver,Device,Serving,deny
Driver,Device,Access,deny
Driver,Device,Influence,deny
Driver,Device,Triggering,deny
Driver,Device,Flow,deny
Driver,Device,Specialization,deny
Driver,Device,Association,allow
Driver,SystemSoftware,Composition,deny
Driver,SystemSoftware,Aggregation,deny
Driver,SystemSoftware,Assignment,deny
Driver,SystemSoftware,Realization,deny
Driver,SystemSoftware,Serving,deny
Driver,SystemSoftware,Access,deny
Driver,SystemSoftware,Influence,deny
Driver,SystemSoftware,Triggering,deny
Driver,SystemSoftware,Flow,deny
Driver,SystemSoftware,Specialization,deny
Driver,SystemSoftware,Association,allow
Driver,TechnologyCollaboration,Composition,deny
Driver,TechnologyCollaboration,Aggregation,deny
Driver,TechnologyCollaboration,Assignment,deny
Driver,TechnologyCollaboration,Realization,deny
Driver,TechnologyCollaboration,Serving,deny
Driver,TechnologyCollaboration,Access,deny
Driver,TechnologyCollaboration,Influence,deny
Driver,TechnologyCollaboration,Triggering,deny
Driver,TechnologyCollaboration,Flow,deny
Driver,TechnologyCollaboration,Specialization,deny
Driver,TechnologyCollaboration,Association,allow
Driver,TechnologyInterface,Composition,deny
Driver,TechnologyInterface,Aggregation,deny
Driver,TechnologyInterface,Assignment,deny
Driver,TechnologyInterface,Realization,deny
Driver,TechnologyInterface,Serving,deny
Driver,TechnologyInterface,Access,deny
Driver,TechnologyInterface,Influence,deny
Driver,TechnologyInterface,Triggering,deny
Driver,TechnologyInterface,Flow,deny
Driver,TechnologyInterface,Specialization,deny
Driver,TechnologyInterface,Association,allow
Driver,Path,Composition,deny
Driver,Path,Aggregation,deny
Driver,Path,Assignment,deny
Driver,Path,Realization,deny
Driver,Path,Serving,deny
Driver,Path,Access,deny
Driver,Path,Influence,deny
Driver,Path,Triggering,deny
Driver,Path,Flow,deny
Driver,Path,Specialization,deny
Driver,Path,Association,allow
Driver,CommunicationNetwork,Composition,deny
Driver,CommunicationNetwork,Aggregation,deny
Driver,CommunicationNetwork,Assignment,deny
Driver,CommunicationNetwork,Realization,deny
Driver,CommunicationNetwork,Serving,deny
Driver,CommunicationNetwork,Access,deny
Driver,CommunicationNetwork,Influence,deny
Driver,CommunicationNetwork,Triggering,deny
Driver,CommunicationNetwork,Flow,deny
Driver,CommunicationNetwork,Specialization,deny
Driver,CommunicationNetwork,Association,allow
Driver,TechnologyFunction,Composition,deny
Driver,TechnologyFunction,Aggregation,deny
Driver,TechnologyFunction,Assignment,deny
Driver,TechnologyFunction,Realization,deny
Driver,TechnologyFunction,Serving,deny
Driver,TechnologyFunction,Access,deny
Driver,TechnologyFunction,Influence,deny
